DateTime,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Hour,Day,Month,datetime,CO_roll_med,CO_residual,flag_anom_CO,C6H6_roll_med,C6H6_residual,flag_anom_C6H6,NOx_roll_med,NOx_residual,flag_anom_NOx,NO2_roll_med,NO2_residual,flag_anom_NO2,flag_anom_any_residual,flag_anom_iforest,flag_anom_combined
2004-03-10 18:00:00,0.211864406779661,0.5118449389806174,0.1855345911949685,0.3620972146368104,0.1110358835477318,0.3108852181279119,0.3284023668639053,0.5130395683453237,0.4548218940052128,0.3333333333333333,0.4993710691823899,0.2800664614181694,18,2,3,2004-03-10 18:00:00,0.0932203389830508,0.11864406779661021,0,0.06367924528301885,0.12185534591194966,0,0.0497630331753554,0.061272850372376404,0,0.24408284023668636,0.08431952662721892,0,0,0,0
2004-03-10 19:00:00,0.1610169491525423,0.4630294328786791,0.1462264150943396,0.312397596941562,0.0683818551117129,0.3608640406607369,0.2662721893491124,0.4532374100719424,0.3262380538662033,0.3268817204301075,0.4842767295597485,0.2642818746029419,19,2,3,2004-03-10 19:00:00,0.0932203389830508,0.06779661016949151,0,0.0550314465408805,0.0911949685534591,0,0.0406228842247799,0.027758970886932993,0,0.2218934911242603,0.0443786982248521,0,0,0,0
2004-03-10 20:00:00,0.1779661016949152,0.5419956927494616,0.139937106918239,0.3036592026215182,0.0873392010832769,0.3464633629817873,0.3313609467455621,0.4514388489208633,0.3705473501303214,0.2967741935483871,0.5635220125786164,0.276352440991057,20,2,3,2004-03-10 20:00:00,0.0889830508474576,0.0889830508474576,0,0.05267295597484275,0.08726415094339623,0,0.0497630331753554,0.0375761679079215,0,0.22928994082840232,0.10207100591715978,0,0,0,0
2004-03-10 21:00:00,0.1779661016949152,0.5233309404163676,0.1430817610062893,0.3085745494265428,0.1150981719702098,0.3261329944938585,0.3550295857988166,0.464478417266187,0.4265855777584709,0.2774193548387097,0.638993710691824,0.2941895127791623,21,2,3,2004-03-10 21:00:00,0.0932203389830508,0.0847457627118644,0,0.0550314465408805,0.08805031446540881,0,0.0589031821259309,0.0561949898442789,0,0.2366863905325443,0.1183431952662723,0,0,0,0
2004-03-10 22:00:00,0.1271186440677966,0.4486719310839914,0.10062893081761,0.2474057891862369,0.0873392010832769,0.373994070309191,0.3372781065088757,0.4222122302158274,0.3861859252823632,0.2817204301075269,0.6339622641509435,0.2952157552656013,22,2,3,2004-03-10 22:00:00,0.0932203389830508,0.03389830508474581,0,0.06367924528301885,0.036949685534591145,0,0.0619498984427894,0.025389302640487506,0,0.25147928994082835,0.08579881656804733,0,0,0,0
2004-03-10 23:00:00,0.0932203389830508,0.3948312993539125,0.0723270440251572,0.2004369197160021,0.0589031821259309,0.4299025836509954,0.2781065088757397,0.3785971223021583,0.31624674196351,0.2817204301075269,0.628930817610063,0.2932610076723843,23,2,3,2004-03-10 23:00:00,0.0932203389830508,0.0,0,0.0723270440251572,0.0,0,0.0649966147596479,0.006093432633716991,0,0.2662721893491124,0.01183431952662728,0,0,0,0
2004-03-11 00:00:00,0.0932203389830508,0.3862167982770998,0.0550314465408805,0.1676679410158383,0.0406228842247799,0.48284625158831,0.2218934911242603,0.3516187050359712,0.2224152910512598,0.2838709677419355,0.5987421383647799,0.2812881786639299,0,3,3,2004-03-11 00:00:00,0.10593220338983045,0.012711864406779655,0,0.07468553459119495,0.019654088050314454,0,0.0639810426540284,0.0233581584292485,0,0.2662721893491124,0.0443786982248521,0,0,0,0
2004-03-11 01:00:00,0.0762711864406779,0.3510409188801149,0.050314465408805,0.1578372474057891,0.0406228842247799,0.4790343074968233,0.2189349112426035,0.3516187050359712,0.2211120764552562,0.2709677419354839,0.638993710691824,0.2861261789571421,1,3,3,2004-03-11 01:00:00,0.1186440677966101,0.0423728813559322,0,0.0770440251572327,0.0267295597484277,0,0.0649966147596479,0.024373730534867993,0,0.2662721893491124,0.047337278106508895,0,0,0,0
2004-03-11 02:00:00,0.0677966101694915,0.3208901651112706,0.0345911949685534,0.1234298197706171,0.0291130670277589,0.5324015247776366,0.1715976331360946,0.3259892086330935,0.1733275412684622,0.2709677419354839,0.6352201257861636,0.2834872697062991,2,3,3,2004-03-11 02:00:00,0.12288135593220335,0.055084745762711856,0,0.07861635220125784,0.04402515723270444,0,0.0666892349356804,0.037576167907921496,0,0.27071005917159763,0.09911242603550302,0,0,0,0
2004-03-11 03:00:00,0.0423728813559322,0.2605886575735822,0.0251572327044025,0.097214636810486,0.0209884901828029,0.5857687420584499,0.1331360946745562,0.3075539568345324,0.1216333622936576,0.2623655913978495,0.6415094339622642,0.2770854713385134,3,3,3,2004-03-11 03:00:00,0.1271186440677966,0.0847457627118644,0,0.080188679245283,0.055031446540880505,0,0.0683818551117129,0.04739336492891,0,0.2751479289940828,0.1420118343195266,0,0,0,0
2004-03-11 04:00:00,0.0466101694915254,0.2613065326633166,0.0188679245283018,0.0786455488803932,0.0128639133378469,0.6336298178737823,0.0946745562130177,0.2904676258992806,0.0973066898349261,0.2580645161290322,0.6452830188679246,0.2745442994673313,4,3,3,2004-03-11 04:00:00,0.1271186440677966,0.08050847457627121,0,0.08883647798742135,0.06996855345911955,0,0.06872037914691939,0.05585646580907249,0,0.27662721893491127,0.1819526627218936,0,0,0,0
2004-03-11 05:00:00,0.0508474576271186,0.3007896625987079,0.0157232704402515,0.0704533042053522,0.0094786729857819,0.675984752223634,0.0769230769230769,0.2837230215827338,0.0873153779322328,0.2774193548387097,0.5911949685534592,0.2697062991741191,5,3,3,2004-03-11 05:00:00,0.1271186440677966,0.07627118644067801,0,0.0974842767295597,0.0817610062893082,0,0.0690589031821259,0.059580230196344,0,0.2781065088757397,0.20118343195266278,0,0,0,0
2004-03-11 06:00:00,0.0508474576271186,0.2907394113424264,0.0235849056603773,0.0928454396504642,0.0216655382532159,0.5997458703939009,0.136094674556213,0.3012589928057554,0.1090356211989574,0.2666666666666667,0.6150943396226416,0.2690710062063235,6,3,3,2004-03-11 06:00:00,0.1313559322033898,0.08050847457627122,0,0.09905660377358486,0.07547169811320756,0,0.07176709546377791,0.050101557210562,0,0.28106508875739644,0.14497041420118345,0,0,0,0
2004-03-11 07:00:00,0.0847457627118644,0.3567839195979899,0.0487421383647798,0.1551064991807755,0.0649966147596479,0.4947056332062685,0.2366863905325443,0.3543165467625899,0.2211120764552562,0.2602150537634409,0.6339622641509435,0.2721986023554708,7,3,3,2004-03-11 07:00:00,0.1313559322033898,0.04661016949152541,0,0.09905660377358486,0.050314465408805055,0,0.07176709546377791,0.006770480704130014,0,0.28106508875739644,0.04437869822485213,0,0,0,0
2004-03-11 08:00:00,0.1610169491525423,0.4924623115577889,0.1242138364779874,0.2823593664664118,0.1164522681110358,0.3447691656077933,0.3254437869822485,0.4343525179856115,0.3827106863596872,0.2731182795698925,0.6062893081761007,0.271758784146997,8,3,3,2004-03-11 08:00:00,0.1313559322033898,0.02966101694915249,0,0.09905660377358486,0.025157232704402538,0,0.08023019634394041,0.036222071767095396,0,0.28846153846153844,0.03698224852071008,0,0,0,0
2004-03-11 09:00:00,0.1779661016949152,0.5053840631730079,0.1477987421383647,0.3151283451665756,0.0859851049424509,0.3206268530283778,0.2928994082840236,0.4640287769784173,0.3505647263249348,0.2666666666666667,0.6465408805031447,0.2855886233690075,9,3,3,2004-03-11 09:00:00,0.1313559322033898,0.04661016949152538,0,0.09905660377358486,0.048742138364779836,0,0.08023019634394041,0.005754908598510494,0,0.28846153846153844,0.004437869822485174,0,0,0,0
2004-03-11 10:00:00,0.135593220338983,0.4206748025843503,0.0974842767295597,0.2424904423812124,0.0744752877454299,0.3795002117746717,0.2840236686390532,0.4024280575539569,0.2775847089487402,0.2731182795698925,0.618867924528302,0.2787958754825783,10,3,3,2004-03-11 10:00:00,0.1313559322033898,0.004237288135593181,0,0.09905660377358486,0.0015723270440251569,0,0.08023019634394041,0.005754908598510508,0,0.28846153846153844,0.00443786982248523,0,0,0,0
2004-03-11 11:00:00,0.1186440677966101,0.3819095477386934,0.0770440251572327,0.2069907154560349,0.0629654705484089,0.4260906395595087,0.2662721893491124,0.364658273381295,0.1954821894005212,0.2666666666666667,0.6125786163522013,0.2690221375164931,11,3,3,2004-03-11 11:00:00,0.1313559322033898,0.01271186440677971,0,0.08883647798742135,0.011792452830188649,0,0.07176709546377791,0.00880162491536901,0,0.28106508875739644,0.014792899408284044,0,0,0,0
2004-03-11 12:00:00,0.1271186440677966,0.4228284278535535,0.080188679245283,0.2135445111960676,0.0690589031821259,0.4146548072850487,0.2751479289940828,0.3821942446043165,0.1924413553431798,0.2451612903225806,0.7245283018867925,0.2982944827249181,12,3,3,2004-03-11 12:00:00,0.1313559322033898,0.004237288135593209,0,0.08883647798742135,0.008647798742138349,0,0.07176709546377791,0.0027081922816520054,0,0.279585798816568,0.004437869822485174,0,0,0,0
2004-03-11 13:00:00,0.1525423728813559,0.4587221823402728,0.1132075471698113,0.265428727471327,0.0974949221394718,0.3557814485387547,0.3254437869822485,0.4433453237410072,0.2510860121633362,0.2193548387096774,0.8452830188679247,0.3198944436299663,13,3,3,2004-03-11 13:00:00,0.135593220338983,0.01694915254237289,0,0.0943396226415094,0.018867924528301896,0,0.0778605280974949,0.019634394041976908,0,0.2825443786982248,0.04289940828402372,0,0,0,0
2004-03-11 14:00:00,0.2372881355932203,0.5197415649676956,0.1792452830188679,0.3555434188967777,0.1387948544346648,0.2799661160525201,0.3727810650887574,0.5301258992805755,0.3544743701129452,0.2129032258064516,0.9044025157232704,0.3366564042418022,14,3,3,2004-03-11 14:00:00,0.14406779661016944,0.09322033898305085,0,0.0982704402515723,0.08097484276729561,0,0.08361543669600541,0.05517941773865939,0,0.28846153846153844,0.08431952662721898,0,0,0,0
2004-03-11 15:00:00,0.1779661016949152,0.475951184493898,0.1367924528301887,0.3003823047515019,0.1232227488151658,0.3218975010588734,0.3668639053254438,0.4928057553956834,0.3149435273675065,0.2193548387096774,0.8880503144654088,0.3387088892146801,15,3,3,2004-03-11 15:00:00,0.14406779661016944,0.033898305084745756,0,0.0982704402515723,0.0385220125786164,0,0.08361543669600541,0.039607312119160396,0,0.28846153846153844,0.07840236686390534,0,0,0,0
2004-03-11 16:00:00,0.1779661016949152,0.4630294328786791,0.1289308176100629,0.2889131622064446,0.1293161814488828,0.3307920372723422,0.3816568047337278,0.4676258992805756,0.3197219808861859,0.2494623655913978,0.7798742138364781,0.3284953330401212,16,3,3,2004-03-11 16:00:00,0.14406779661016944,0.033898305084745756,0,0.0982704402515723,0.030660377358490587,0,0.08361543669600541,0.04570074475287739,0,0.28846153846153844,0.09319526627218938,0,0,0,0
2004-03-11 17:00:00,0.2372881355932203,0.5283560660445082,0.1745283018867924,0.3478973238667394,0.1631685849695328,0.290554849639983,0.393491124260355,0.525179856115108,0.3835794960903562,0.2516129032258065,0.7345911949685534,0.3097297561452377,17,3,3,2004-03-11 17:00:00,0.14406779661016944,0.09322033898305085,0,0.0982704402515723,0.07625786163522008,0,0.08361543669600541,0.07955314827352739,0,0.28846153846153844,0.10502958579881655,0,0,0,0
2004-03-11 18:00:00,0.3983050847457627,0.6704953338119168,0.3254716981132076,0.511196067722556,0.1888964116452268,0.2020330368487928,0.4408284023668639,0.6888489208633093,0.5160729800173762,0.2623655913978495,0.6918238993710693,0.3038655133655866,18,3,3,2004-03-11 18:00:00,0.14406779661016944,0.25423728813559326,1,0.0982704402515723,0.22720125786163528,0,0.08361543669600541,0.1052809749492214,0,0.28846153846153844,0.15236686390532544,0,1,0,1
2004-03-11 19:00:00,0.576271186440678,0.8104809763101222,0.4292452830188679,0.6034953577280174,0.2579553148273527,0.1609487505294367,0.5029585798816567,0.8012589928057554,0.6442224152910512,0.2494623655913978,0.7559748427672957,0.3162781605825147,19,3,3,2004-03-11 19:00:00,0.14406779661016944,0.43220338983050854,1,0.0982704402515723,0.3309748427672956,1,0.08361543669600541,0.17433987813134727,0,0.28846153846153844,0.21449704142011827,0,1,0,1
2004-03-11 20:00:00,0.5084745762711864,0.7128499641062456,0.3757861635220126,0.557618787547788,0.2362897765741367,0.1783142736128758,0.4822485207100592,0.7374100719424461,0.6225021720243267,0.2473118279569892,0.7371069182389938,0.3071885842740556,20,3,3,2004-03-11 20:00:00,0.14406779661016944,0.364406779661017,1,0.0982704402515723,0.2775157232704403,1,0.08361543669600541,0.15267433987813128,0,0.2973372781065089,0.1849112426035503,0,1,0,1
2004-03-11 21:00:00,0.3220338983050847,0.4781048097631012,0.1996855345911949,0.3784817039868924,0.1611374407582938,0.2689538331215587,0.3964497041420118,0.5197841726618706,0.4622067767158992,0.2365591397849462,0.689308176100629,0.2722963397351317,21,3,3,2004-03-11 21:00:00,0.14406779661016944,0.17796610169491528,0,0.0982704402515723,0.10141509433962259,0,0.08361543669600541,0.0775220040622884,0,0.2973372781065089,0.09911242603550291,0,0,0,0
2004-03-11 22:00:00,0.1186440677966101,0.2282842785355348,0.0723270440251572,0.1998907700709994,0.0622884224779959,0.4248199915290131,0.2455621301775148,0.3516187050359712,0.260642919200695,0.2172043010752688,0.6817610062893082,0.2471778331622929,22,3,3,2004-03-11 22:00:00,0.14406779661016944,0.025423728813559338,0,0.0982704402515723,0.025943396226415102,0,0.0849695328368314,0.022681110358835493,0,0.31065088757396453,0.06508875739644973,0,0,0,0
2004-03-11 23:00:00,0.0762711864406779,0.1909547738693467,0.0393081761006289,0.1343528126706717,0.0304671631685849,0.5264718339686574,0.150887573964497,0.3151978417266187,0.1437880104257167,0.2172043010752688,0.649056603773585,0.2350583980843473,23,3,3,2004-03-11 23:00:00,0.1525423728813559,0.07627118644067798,0,0.10613207547169809,0.0668238993710692,0,0.09309410968178736,0.06262694651320246,0,0.3224852071005917,0.1715976331360947,0,0,0,0
2004-03-12 00:00:00,0.135593220338983,0.3108399138549892,0.0911949685534591,0.2304751501911523,0.0812457684495599,0.3947479881406183,0.2810650887573964,0.3705035971223021,0.2584708948740226,0.2193548387096774,0.6201257861635221,0.2243561550114841,0,4,3,2004-03-12 00:00:00,0.16525423728813554,0.029661016949152547,0,0.1210691823899371,0.029874213836477995,0,0.11035883547731881,0.029113067027758913,0,0.34023668639053256,0.059171597633136175,0,0,0,0
2004-03-12 01:00:00,0.1525423728813559,0.2849964106245514,0.0990566037735849,0.2435827416712178,0.0886932972241029,0.3917831427361287,0.3195266272189349,0.3718525179856115,0.2654213727193744,0.2064516129032258,0.6352201257861636,0.2180032253335287,1,4,3,2004-03-12 01:00:00,0.17372881355932202,0.02118644067796613,0,0.13286163522012578,0.03380503144654089,0,0.11035883547731881,0.02166553825321592,0,0.34171597633136097,0.022189349112426093,0,0,0,0
2004-03-12 02:00:00,0.1101694915254237,0.2447954055994257,0.0628930817610062,0.1829601310759147,0.0541638456330399,0.4548919949174079,0.2633136094674556,0.3385791366906475,0.2046046915725456,0.1935483870967742,0.6616352201257862,0.2164394272589552,2,4,3,2004-03-12 02:00:00,0.1779661016949152,0.0677966101694915,0,0.14779874213836475,0.08490566037735854,0,0.1150981719702098,0.0609343263371699,0,0.34615384615384615,0.08284023668639057,0,0,0,0
2004-03-12 03:00:00,0.059322033898305,0.1737257717157214,0.0283018867924528,0.1043145821955215,0.0335138794854434,0.5751800084709868,0.1760355029585798,0.2859712230215828,0.1264118158123371,0.1913978494623656,0.6679245283018869,0.2157063969114988,3,4,3,2004-03-12 03:00:00,0.1779661016949152,0.11864406779661019,0,0.14779874213836475,0.11949685534591195,0,0.10798916723087329,0.07447528774542989,0,0.34615384615384615,0.17011834319526634,0,0,0,0
2004-03-12 04:00:00,0.0508474576271186,0.1320890165111271,0.0157232704402515,0.0671764063353358,0.0128639133378469,0.6653960186361711,0.0887573964497041,0.2621402877697842,0.0708079930495221,0.1720430107526881,0.7132075471698115,0.2150711039437032,4,4,3,2004-03-12 04:00:00,0.19067796610169485,0.13983050847457626,0,0.16509433962264145,0.14937106918238996,0,0.10798916723087329,0.0951252538930264,0,0.34615384615384615,0.25739644970414205,1,1,0,1
2004-03-12 05:00:00,0.0423728813559322,0.1435750179468772,0.0141509433962264,0.0644456581103222,0.0189573459715639,0.6662431173231682,0.1242603550295858,0.2715827338129497,0.075152041702867,0.1763440860215054,0.7018867924528303,0.2143380735962468,5,4,3,2004-03-12 05:00:00,0.21186440677966095,0.16949152542372875,0,0.17295597484276726,0.15880503144654085,0,0.10798916723087329,0.08903182125930939,0,0.3431952662721893,0.21893491124260353,0,0,0,0
2004-03-12 06:00:00,0.059322033898305,0.2010050251256281,0.0267295597484276,0.1026761332605133,0.0365605958023019,0.5772977551884795,0.2041420118343195,0.302158273381295,0.1155516941789748,0.1870967741935484,0.6754716981132076,0.2143869422860773,6,4,3,2004-03-12 06:00:00,0.1991525423728813,0.1398305084745763,0,0.17610062893081757,0.14937106918238996,0,0.10358835477318884,0.06702775897088695,0,0.34171597633136086,0.13757396449704137,0,0,0,0
2004-03-12 07:00:00,0.1101694915254237,0.3187365398420675,0.0676100628930817,0.1895139268159475,0.0724441435341909,0.4510800508259212,0.3017751479289941,0.3642086330935252,0.2289313640312771,0.178494623655914,0.7031446540880503,0.2183941748521722,7,4,3,2004-03-12 07:00:00,0.1991525423728813,0.0889830508474576,0,0.17610062893081757,0.10849056603773587,0,0.10358835477318884,0.031144211238997938,0,0.34171597633136086,0.039940828402366735,0,0,0,0
2004-03-12 08:00:00,0.364406779661017,0.6748025843503231,0.279874213836478,0.4658656471873293,0.2064996614759648,0.2435408725116476,0.4112426035502958,0.6065647482014389,0.5121633362293658,0.1978494623655914,0.6779874213836479,0.2273371450911401,8,4,3,2004-03-12 08:00:00,0.1991525423728813,0.16525423728813568,0,0.17610062893081757,0.10377358490566041,0,0.10358835477318884,0.10291130670277596,0,0.34171597633136086,0.06952662721893493,0,0,0,0
2004-03-12 09:00:00,0.3093220338983051,0.6446518305814788,0.3459119496855346,0.5297651556526488,0.1658767772511848,0.1884794578568403,0.3831360946745562,0.6776079136690647,0.5938314509122502,0.2387096774193548,0.5911949685534592,0.2303670038606264,9,4,3,2004-03-12 09:00:00,0.1991525423728813,0.1101694915254238,0,0.17610062893081757,0.16981132075471705,0,0.10358835477318884,0.06228842247799596,0,0.34171597633136086,0.04142011834319537,0,0,0,0
2004-03-12 10:00:00,0.2542372881355932,0.5046661880832736,0.2185534591194968,0.401419989077007,0.1252538930264048,0.2498941126641253,0.3550295857988166,0.5220323741007193,0.4413553431798435,0.3247311827956989,0.408805031446541,0.2185896496114939,10,4,3,2004-03-12 10:00:00,0.1991525423728813,0.05508474576271191,0,0.17610062893081757,0.042452830188679236,0,0.10358835477318884,0.02166553825321596,0,0.34171597633136086,0.013313609467455745,0,0,0,0
